carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,9926.716607072345
0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,611.9899531348019
0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,3329.287419597091
0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,-76.04510736373777
0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,859.2773066876725
1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,5545.437553271022
0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1409.3701563350114
0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4310.858158907744
0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,441.9607820769088
0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,59.080375461180665
0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1547.6553405324157
0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,348.62215365707743
0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2300.000021191194
0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1107.6132824859778
0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,96.12012032371786
1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,6526.708854658515
0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,2162.990635662325
1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,8207.105649722587
2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,16483.487711448037
1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6142.536394138209
1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4885.257204100553
1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10195.889683267962
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1805.8772401527058
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1568.8711450480005
0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,687.993872584273
0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2461.139528511416
1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,7364.905450803311
0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,988.8283426953603
0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,980.8706031095462
1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,4995.530913471528
0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1631.9490956142545
1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4041.070794204814
0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1523.3621991096952
0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,4698.552788042136
0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1313.1006155968644
0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,340.5961530954337
0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4730.284967123778
1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,7481.445226095635
0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2175.1727539119966
0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,226.45629229730184
0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,499.8712345874883
1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5951.880093456808
0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1704.5899897892596
2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,13659.263834604262
1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,7792.154667886758
2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14043.155147480462
1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,5057.960014891049
1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,5494.238061941265
2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13562.196901110547
0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,418.7523606198556
0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,2786.101997773676
1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,5478.414923342136
1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,6824.232557707615
0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1071.0130533400188
1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,6145.988971301977
0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3183.3261285463486
1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5658.256695238839
1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,6198.944777450941
0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3403.062466333209
1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,5215.5379800081555
0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3074.9576280035108
0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,4034.272829288875
0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2019.7522924183868
0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,5541.749106060386
0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,1170.6815316887223
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,885.9261851365954
1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,12628.708964084803
0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,788.6588959155306
0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,2196.7665066572517
2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14042.142183060065
0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3583.8696363061463
0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,627.2702026443803
0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1049.0498321945233
1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5383.195017869686
0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,2005.0026851927505
0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,423.7212303556953
1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,6268.340621906549
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,5138.25300101042
1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,5276.161659721507
1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,5345.4336488444205
0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,3309.9426732003194
0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,651.1906567171645
0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,3026.0207984042354
0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,3223.3061315505183
2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14666.938882989856
0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1758.134580935588
0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,1186.794562927982
2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,18543.119022701812
0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,567.5245521374709
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6706.476282430465
0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2235.3613299006174
0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,928.2073603588178
0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,4705.287982649586
0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,283.62687779494445
1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,6708.654673470372
1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,9888.587970502751
0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,3109.3398335105667
0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,455.8440197650343
2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14032.963592769898
0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,535.0952944240016
0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,274.2140857225713
0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,686.3599114531244
0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2747.8933267402135
0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,1199.1927601769348
1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,9944.953087751392
1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,5919.680901239828
0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,322.4454376621943
0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,786.6313333993312
0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4477.25142419487
1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,8270.055074684748
0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,348.68925705612855
1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,5303.988846947766
0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,4017.094181496752
1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,5250.59532823995
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,4474.49608451478
0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1202.3517680116056
1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,9419.96469764766
0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1207.8182945709523
1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,11445.411274867836
0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,458.0480019984716
0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2796.157567316197
0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,783.2590087162716
2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14283.234865588398
0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,3307.160724647092
1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,7791.702827050611
1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7242.436193788068
0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,-164.041324378617
1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,11137.549984406054
0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,594.1137965307389
1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,9178.281748968577
1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,8451.187251664263
1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,7486.767215729647
0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,300.01276130530096
0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,506.340597727758
1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,5962.8757263573225
0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,787.6955466517393
1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,7230.152325387671
2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,14145.045477940976
2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,13556.39830892367
1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,10499.80381239114
1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,7533.211244545559
0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,1683.66973972927
0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,733.181118347049
1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,5215.871644079934
0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1787.2042879138207
0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,760.3845983133033
0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,4717.441372282974
1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,6283.057753858722
1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,5524.224364540936
0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,1858.5447131288856
2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,13866.104124877553
0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,-103.48258645194437
0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,1170.1271015934035
0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,54.337369221582776
2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,13995.236111982027
0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,-334.4399454130289
1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,4759.603983996631
0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,2104.7792673746007
1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,7671.24196509508
2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,14313.958345064359
0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,1920.8430172266671
1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,6704.377907927019
2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14303.133153470513
0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,714.2664189879943
0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,404.28149711764854
0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,1095.0206404937162
0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1822.941767545719
1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,5819.664954152888
1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,6254.448177809121
1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,9707.00448117157
0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,2899.5300927291573
0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1440.7739490418317
1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,7160.048011333889
0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1584.271624724308
1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,6939.651146083228
0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1286.2087329788737
1.2,Premium,H,SI2,62.3,58.0,6.76,6.81,4.23,6809.987666200432
1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,10659.776785142793
1.51,Premium,H,VS2,60.2,60.0,7.35,7.33,4.42,9615.652646430339
1.2,Ideal,J,SI1,62.5,55.0,6.84,6.79,4.26,6969.946470688479
0.45,Ideal,E,SI2,61.5,55.0,4.92,4.97,3.04,1512.7266631865787
1.29,Ideal,F,SI1,61.4,61.0,7.0,6.97,4.29,7348.166325903569
1.51,Ideal,F,SI1,61.7,56.0,7.35,7.41,4.55,9726.633592595459
0.51,Ideal,D,VS2,60.9,56.0,5.19,5.16,3.15,1836.7514932441154
1.0,Ideal,I,SI1,58.5,55.0,6.47,6.42,3.77,6090.050128207322
0.9,Good,G,SI1,63.7,60.0,6.07,6.11,3.88,3961.3103227357424
0.51,Ideal,F,VS2,61.0,57.0,5.16,5.11,3.13,1750.2312994680287
0.3,Premium,H,VS1,61.4,59.0,4.33,4.3,2.65,240.4316224973336
0.3,Premium,F,IF,60.7,58.0,4.33,4.37,2.64,488.5323366935045
0.91,Ideal,F,SI1,62.0,57.0,6.22,6.24,3.86,4530.517228095452
0.23,Very Good,D,VVS1,62.5,58.0,3.94,3.96,2.47,-146.63736026266997
3.01,Premium,F,I1,62.2,56.0,9.24,9.13,5.73,23342.544987890196
0.39,Very Good,E,VS2,60.9,58.0,4.72,4.77,2.89,932.4028019569378
0.57,Ideal,E,VS2,61.8,55.0,5.34,5.38,3.31,2219.263370721106
0.27,Very Good,G,IF,60.8,57.0,4.2,4.22,2.56,407.5906930375968
1.0,Premium,G,IF,62.2,61.0,6.41,6.38,3.98,4809.292917250072
1.0,Very Good,F,SI1,63.1,59.0,6.29,6.22,3.95,4976.32494707801
0.38,Ideal,F,VS2,61.9,55.0,4.69,4.63,2.89,958.3189357540177
0.99,Ideal,I,SI1,61.8,57.0,6.4,6.42,3.96,5205.6452456405805
0.5,Ideal,D,VVS2,60.4,54.0,5.17,5.23,3.14,2065.060511880856
1.02,Premium,F,SI1,62.3,58.0,6.46,6.38,4.0,5243.639377474787
0.74,Good,E,SI1,62.8,61.0,5.74,5.76,3.61,2732.8656063637427
0.75,Very Good,I,VS1,63.3,57.0,5.82,5.74,3.66,3041.241110600542
0.57,Very Good,E,SI2,61.2,57.0,5.31,5.35,3.26,2173.6268651232567
0.52,Very Good,F,SI1,62.6,58.0,5.11,5.14,3.21,1499.4332579673173
1.01,Premium,E,SI1,60.7,58.0,6.5,6.48,3.94,5413.7935278720815
1.08,Ideal,H,VS2,61.9,54.0,6.64,6.61,4.1,6155.599497186329
1.01,Very Good,E,VS1,62.9,60.0,6.33,6.43,4.01,4984.078313683844
0.41,Ideal,F,VS1,62.7,55.0,4.77,4.74,2.98,1021.1335701967691
0.75,Premium,I,SI1,59.1,58.0,5.91,5.87,3.48,3678.282975813796
0.9,Very Good,H,VVS2,63.7,57.0,6.09,6.02,3.86,4234.709283738761
0.55,Very Good,I,SI1,63.6,57.0,5.15,5.19,3.29,1671.8870575998553
0.7,Premium,E,VVS1,61.7,59.0,5.71,5.67,3.51,2763.1022160065913
0.3,Ideal,F,SI1,61.9,54.0,4.33,4.36,2.69,652.4493147128705
0.38,Ideal,E,VVS1,62.3,56.0,4.64,4.67,2.9,843.0341719532626
1.01,Very Good,H,VS2,59.7,64.0,6.45,6.48,3.86,5069.1713347017685
0.9,Ideal,D,VS2,63.0,57.0,6.14,6.09,3.85,4315.5239514564455
0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1184.9693485033713
2.01,Very Good,F,SI2,61.6,56.0,8.17,8.13,5.02,14082.138641169808
0.35,Ideal,E,VVS1,61.9,56.0,4.53,4.55,2.81,737.3553038161299
0.34,Ideal,F,VS2,62.1,56.0,4.47,4.45,2.77,660.9365390058374
0.3,Ideal,E,VS2,61.5,56.0,4.33,4.29,2.65,524.8997382564303
0.52,Ideal,G,VS1,60.8,55.0,5.2,5.26,3.18,2059.6542781749667
0.98,Good,F,SI1,56.8,64.0,6.68,6.52,3.75,5036.324479406767
0.35,Ideal,F,SI1,61.5,55.9,4.53,4.56,2.8,829.2831098848183
0.32,Ideal,J,IF,62.2,55.0,4.4,4.44,2.75,618.6594670865707
1.22,Ideal,I,SI1,61.7,57.0,6.91,6.86,4.25,7055.34136437907
0.5,Very Good,E,VS2,63.2,57.0,5.06,5.03,3.19,1323.3892584460955
1.1,Premium,F,SI2,62.1,56.0,6.68,6.56,4.12,6070.809515264504
1.01,Premium,F,VS2,62.0,59.0,6.45,6.38,3.98,5108.318237421532
0.31,Ideal,E,SI2,61.3,55.0,4.37,4.34,2.67,725.7173404428031
1.14,Very Good,G,SI2,59.5,59.0,6.79,6.85,4.06,6593.437453114615
0.46,Ideal,G,VVS1,62.0,54.0,4.97,5.0,3.09,1557.7567694982135
0.51,Ideal,D,VS2,61.9,55.0,5.15,5.19,3.2,1790.6562893268383
1.16,Premium,F,SI2,62.1,59.0,6.76,6.71,4.18,6313.39112330607
0.36,Ideal,D,SI1,62.7,57.0,4.54,4.59,2.86,570.515401769062
0.66,Premium,D,VS1,61.0,58.0,5.67,5.57,3.43,2623.2830875876316
1.57,Very Good,D,SI2,62.9,61.0,7.37,7.41,4.65,9592.632649735258
0.3,Premium,E,VS2,62.5,58.0,4.26,4.31,2.68,211.30007299979115
0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2769.49072598961
0.3,Good,G,VS1,63.3,56.0,4.28,4.31,2.72,227.1564168947407
0.9,Very Good,D,SI1,62.5,59.0,6.13,6.19,3.85,4232.578823360891
0.7,Premium,E,SI1,61.0,56.0,5.75,5.69,3.49,3159.240588919147
0.3,Premium,D,SI1,61.6,58.0,4.32,4.29,2.65,313.9807071042633
1.48,Good,G,IF,59.8,61.0,7.54,7.34,4.45,9027.406851752216
0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,4414.8748756875575
0.3,Premium,D,SI1,62.2,61.0,4.28,4.24,2.65,-64.24303418201816
0.59,Ideal,G,SI1,61.3,56.0,5.41,5.43,3.32,2344.963024103774
0.76,Fair,D,SI2,55.5,69.0,6.16,6.07,3.39,3079.8648274737243
0.58,Ideal,D,SI2,62.7,56.0,5.32,5.3,3.33,2063.397857598771
0.25,Good,D,VVS2,64.6,56.0,3.97,3.99,2.57,-190.96287326789025
0.33,Ideal,H,VVS1,62.5,56.0,4.42,4.44,2.77,537.268551442321
0.78,Ideal,H,VVS2,62.1,56.0,5.88,5.9,3.66,3639.1742927291016
1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,6024.794633882548
0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,4394.2149594760085
0.35,Ideal,G,IF,61.8,56.0,4.57,4.52,2.81,703.6955596849803
0.23,Very Good,E,VVS2,62.4,59.0,3.89,3.93,2.44,-165.45710967220293
0.32,Premium,G,VS2,62.6,60.0,4.36,4.33,2.72,73.05242456309861
0.96,Ideal,G,SI1,62.6,57.0,6.28,6.24,3.92,4866.953256222932
0.72,Very Good,F,VS1,63.4,57.0,5.68,5.7,3.61,2878.9424405569516
0.4,Good,D,SI1,63.5,55.0,4.67,4.72,2.98,880.7924683298625
0.51,Premium,G,SI1,62.4,58.0,5.07,5.13,3.18,1483.8464852453508
0.77,Good,E,SI2,58.1,63.0,6.02,6.06,3.5,3454.5812717267872
0.51,Ideal,G,VVS2,61.5,57.0,5.18,5.13,3.17,1624.7824986944615
0.3,Ideal,G,VVS2,62.9,55.0,4.31,4.28,2.7,368.7869019724749
2.68,Premium,G,I1,58.6,60.0,9.11,9.07,5.33,20289.54640790572
0.32,Premium,G,VS1,59.2,59.0,4.47,4.45,2.64,727.8156893467276
0.58,Ideal,F,VS1,60.3,57.0,5.47,5.44,3.29,2260.914231987579
0.44,Good,D,SI1,58.8,62.0,4.97,5.0,2.93,1175.5771698341741
1.0,Very Good,H,VVS2,60.3,59.0,6.41,6.46,3.88,5400.902167382776
0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9,1011.1618599019457
0.75,Very Good,E,VS1,61.5,54.0,5.88,5.82,3.6,3637.30288176475
1.5,Fair,I,SI2,64.9,61.0,7.14,7.09,4.62,8717.819649716237
1.05,Premium,G,VS1,61.6,58.0,6.48,6.51,4.0,5688.480475961267
0.6,Very Good,D,VS2,61.5,59.0,5.4,5.43,3.33,2119.2364548773694
1.05,Very Good,H,SI2,63.8,58.0,6.38,6.45,4.09,5370.962169532853
1.03,Fair,H,SI1,65.1,57.0,6.43,6.36,4.16,4925.928359544199
0.42,Ideal,H,VS2,62.1,54.0,4.82,4.84,3.0,1293.240659061601
0.43,Ideal,H,VVS2,62.3,55.0,4.85,4.82,3.01,1217.63128025868
0.34,Ideal,E,VVS1,61.6,55.0,4.5,4.52,2.78,829.7622474487835
0.34,Ideal,F,VS2,62.1,56.0,4.45,4.47,2.77,688.2447251933736
1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,7365.408942362023
1.25,Premium,J,SI2,62.3,59.0,6.86,6.82,4.26,7113.968515480239
0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1242.7621061249447
0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,328.2122057013876
1.3,Very Good,F,SI1,61.5,58.0,6.99,7.06,4.32,7759.522003137854
0.37,Very Good,E,VS2,62.3,59.0,4.56,4.59,2.85,528.8911075065043
0.3,Very Good,F,VVS2,62.4,57.0,4.25,4.27,2.66,343.5599789242915
0.31,Very Good,F,VVS1,61.8,59.0,4.33,4.36,2.69,270.8010428136258
0.28,Ideal,E,VS2,61.5,56.0,4.22,4.24,2.6,450.1488238338643
2.16,Ideal,J,SI1,63.0,55.0,8.2,8.24,5.18,15476.616752724723
0.53,Ideal,G,VS2,60.1,54.0,5.31,5.3,3.19,2269.8309718105593
0.33,Ideal,F,VVS2,61.3,56.0,4.44,4.46,2.73,755.355910946535
0.44,Ideal,E,VS2,61.6,54.0,4.9,4.97,3.04,1513.3330624727932
1.52,Very Good,F,VS2,62.9,53.3,7.31,7.36,4.61,9915.746758174837
0.3,Ideal,G,VVS1,62.9,57.0,4.3,4.26,2.69,176.74496735713547
1.01,Very Good,D,SI1,59.7,57.0,6.53,6.56,3.91,5683.552517892418
0.71,Ideal,I,VS1,62.2,54.0,5.71,5.75,3.56,3283.6357797910823
0.31,Ideal,G,VS1,61.0,56.0,4.4,4.35,2.67,646.3752312905272
1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,5589.877059752853
0.25,Very Good,G,VVS1,60.6,55.0,4.12,4.14,2.5,535.8862535147491
0.35,Premium,F,SI1,60.2,58.0,4.54,4.6,2.75,867.7799384123318
0.31,Very Good,I,SI1,63.3,53.0,4.32,4.3,2.73,587.0391934899126
1.0,Very Good,F,VS1,60.4,59.0,6.4,6.51,3.9,5397.200162248544
1.14,Premium,F,SI1,62.5,59.0,6.67,6.65,4.16,6131.5099712484825
0.74,Ideal,F,VS1,62.0,57.0,5.81,5.78,3.6,3212.3275745487445
0.3,Ideal,G,VVS2,62.6,53.0,4.31,4.35,2.71,637.911347811616
1.01,Good,H,SI2,63.5,60.0,6.23,6.31,3.98,4984.731146248805
1.02,Fair,I,SI2,64.5,56.0,6.28,6.25,4.04,5228.572653263049
0.58,Ideal,I,VS2,61.8,55.0,5.36,5.38,3.32,2300.4710561025277
0.51,Ideal,D,SI1,61.9,54.0,5.14,5.2,3.19,1905.7146989093308
0.38,Very Good,G,VS1,61.9,56.0,4.63,4.68,2.88,937.4727814050639
1.14,Premium,D,SI1,60.5,59.0,6.79,6.73,4.09,6383.965898415709
0.36,Ideal,G,IF,61.5,56.0,4.59,4.62,2.83,852.0867950983484
1.6,Good,E,SI1,63.6,58.0,7.44,7.38,4.71,9985.33442060953
0.51,Premium,I,SI1,61.3,58.0,5.16,5.11,3.15,1588.0366299546404
1.16,Premium,G,VS2,59.9,60.0,6.88,6.85,4.11,6508.186192553219
0.3,Very Good,G,VVS2,63.2,57.0,4.28,4.23,2.69,140.06620201636542
0.27,Ideal,E,VS1,61.6,56.0,4.14,4.17,2.56,421.9948734550235
0.78,Very Good,D,SI1,62.5,58.0,5.86,5.89,3.67,3380.001934849497
2.1,Premium,F,SI2,62.1,59.0,8.16,8.18,5.07,14655.585166528002
0.65,Ideal,J,SI1,61.4,55.0,5.58,5.62,3.44,2861.177214711024
0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,2939.922350908175
0.31,Ideal,E,IF,60.4,56.0,4.43,4.38,2.66,730.7487899604675
0.33,Premium,G,SI1,61.1,59.0,4.45,4.42,2.71,474.58980032167165
